Hotel/Resort Name,Type of Residence,Area,Rating,Rating,Reviews,Booking website 1,Booking website 1_Price,Booking website 2,Booking website 2 -Price,Booking website 3,Booking website 3 -Price,Cancellation Details,Breakfast Provision,Payement option,Discount
Hampton Inn & Suites Folsom,Hotel,Folsom,8.8,     Excellent  ,2640,Booking.com,12202,Hampton Inn,12203,Hotels.com,12180,Free cancellation,Breakfast included,,Lower than hotel site
Hampton Inn Bloomington,Hotel,Bloomington,8.3,     Very good  ,2659,Booking.com,9989,Hampton Inn,9958,Hotels.com,9958,Free cancellation,Breakfast included,,
Cliff Castle Casino,Hotel,Camp Verde,7.9,     Good  ,3629,Booking.com,13089,Hotels.com,13088,Trip.com,12230,Free cancellation,Breakfast included,,
Hotel Comfort Suites Manhattan,Hotel,Manhattan,8.7,     Excellent  ,1739,Booking.com,11151,Hotels.com,10394,Trip.com,10112,Free cancellation,Breakfast included,Breakfast included,
Welk Resort San Diego,Resort,Escondido,8,     Very good  ,2727,Booking.com,16989,Trip.com,15452,Trip.com,15452,Free cancellation,Breakfast included,Pay at the property,23%
Drury Inn & Suites Meridian,Hotel,Meridian,9.3,     Excellent  ,2642,Booking.com,10936,Hotels.com,9842,Priceline,9714,Free cancellation,Breakfast included,Breakfast included,
Houston Airport Marriott at George Bush Intercontinental,Hotel,Humble,8.3,     Very good  ,3036,Booking.com,24248,Marriott Hotels,24247,Marriott Hotels,24247,Free cancellation,Breakfast included,Pay at the property,
Courtyard Bloomington,Hotel,Bloomington,8.3,     Very good  ,2649,Booking.com,9429,Courtyard,9428,Courtyard,9428,Free cancellation,Breakfast included,,53%
Holiday Inn Express & Suites Williamsport,Hotel,Williamsport,8.4,     Very good  ,1429,Booking.com,11322,Holiday Inn Express,11322,Agoda,11321,Free cancellation,Breakfast included,,
Ramada Grand Junction,Hotel,Grand Junction,8.2,     Very good  ,2009,Booking.com,6108,Ramada,6108,ZenHotels.com,6107,Free cancellation,Breakfast included,Breakfast included,
Courtyard Starkville MSU at The Mill Conference Center,Hotel,Starkville,8.8,     Excellent  ,1446,Booking.com,14557,Hotels.com,14557,ZenHotels.com,14555,Free cancellation,Breakfast included,Pay at the property,
Holiday Inn Express & Suites Chester-Monroe-Goshen,Hotel,Goshen,8.1,     Very good  ,2538,Booking.com,11524,Hotels.com,11524,,,Free cancellation,Breakfast included,,25%
Hotel Hilton Burlington,Hotel,Burlington,8,     Very good  ,3292,Booking.com,23080,Hilton,22956,Destinia,21052,Free cancellation,Breakfast included,Pay at the property,
Hotel Solares Santa Cruz,Hotel,Santa Cruz,6.3 ,     ,4233,Booking.com,9119,Trip.com,9871,Agoda,8146,Free cancellation,Breakfast included,Breakfast included,35%
Choctaw Casino Resort - Durant,Hotel,Durant,8.5,     Excellent  ,2564,Booking.com,12775,Hotels.com,15616,,,Free cancellation,Breakfast included,Pay at the property,Our lowest price
Drury Inn Bowling Green,Hotel,Bowling Green,9.1,     Excellent  ,2691,Booking.com,11327,Hotels.com,10194,Hotels.com,10194,Free cancellation,Breakfast included,Breakfast included,
The Ritz-Carlton  Lake Tahoe,Hotel,Truckee,9,     Excellent  ,875,Booking.com,49449,Ritz-Carlton,49403,Priceline,44277,Free cancellation,Breakfast included,,
Holiday Inn Express & Suites Franklin,Hotel,Franklin,8.8,     Excellent  ,1697,Booking.com,11654,Holiday Inn Express,10071,Holiday Inn Express,10071,Free cancellation,Breakfast included,,
Best Western Boerne Inn & Suites,Hotel,Boerne,8,     Very good  ,471,Booking.com,9781,Trip.com,9783,,,Free cancellation,Breakfast included,,Our lowest price
Hyatt Place at The Hollywood Casino Pittsburgh South,,Washington,8.6,     Excellent  ,2383,Booking.com,11918,Hyatt Hotels,11918,ZenHotels.com,11916,Free cancellation,Breakfast included,Breakfast included,
Harrah's Cherokee Casino Resort,Resort,Cherokee,8.5,     Excellent  ,6611,Booking.com,14291,Hotels.com,12318,ZenHotels.com,12317,Free cancellation,Breakfast included,Pay at the property,
The Sequoia Inn,Hotel,Hanford,8.6,     Excellent  ,943,Booking.com,10841,Hotels.com,10841,,,Free cancellation,Breakfast included,,Our lowest price
Country Inn & Suites by Radisson  Pineville  LA,Hotel,Pineville,8.8,     Excellent  ,2647,Booking.com,5776,Hotels.com,5799,,,Free cancellation,Breakfast included,Breakfast included,29%
Ramada Marquette,Hotel,Marquette,7.5,     Good  ,2013,Booking.com,12025,Hotels.com,12025,Agoda,11991,Free cancellation,Breakfast included,Pay at the property,
Eldorado Shreveport,Hotel,Shreveport,7.9,     Good  ,5993,Booking.com,7334,Hotels.com,7529,Agoda,6484,Free cancellation,Breakfast included,Pay at the property,
Comfort Inn & Suites Greenville Near Convention Center,Hotel,Greenville,7.7,     Good  ,328,Booking.com,10496,Hotels.com,10496,Trip.com,9695,Free cancellation,Breakfast included,,
Mountain View Grand Resort & Spa,Hotel,Whitefield,8.8,     Excellent  ,2421,Booking.com,15632,Hotels.com,15116,Hotels.com,15116,Free cancellation,Breakfast included,,
Holiday Inn Express & Suites Miami - Hialeah,Hotel,Hialeah,7.9,     Good  ,2496,Booking.com,9593,Holiday Inn Express,9593,,,Free cancellation,Breakfast included,,Our lowest price
Quality Inn,Hotel,Marquette,8.3,     Very good  ,2592,Booking.com,8487,Hotels.com,8487,,,Free cancellation,Breakfast included,,27%
Hotel Comfort Inn Guilford,Hotel,Guilford,8.3,     Very good  ,1578,Booking.com,12869,Hotels.com,12869,ZenHotels.com,12867,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Carpinteria,Hotel,Carpinteria,8.6,     Excellent  ,2615,Booking.com,14915,Holiday Inn Express,13363,Trip.com,12930,Free cancellation,Breakfast included,Breakfast included,28%
Salamander Resort & Spa,,Middleburg,9,     Excellent  ,775,Booking.com,71927,Hotel site,71656,Hotel site,71656,Free cancellation,Breakfast included,,
Comfort Suites Lumberton,,Lumberton,8.3,     Very good  ,2975,Booking.com,10186,Hotels.com,10186,Trip.com,9991,Free cancellation,Breakfast included,,
Hotel Grand Gateway,Hotel,Rapid City,7.6,     Good  ,3515,Booking.com,5816,Hotels.com,5803,ZenHotels.com,5802,Free cancellation,Breakfast included,Pay at the property,43%
Comfort Suites Vicksburg,Hotel,Vicksburg,8.6,     Excellent  ,2708,Booking.com,10437,Hotels.com,10437,ZenHotels.com,10436,Free cancellation,Breakfast included,Breakfast included,
DoubleTree by Hilton Hotel Grand Junction,Hotel,Grand Junction,8.1,     Very good  ,2653,Booking.com,11878,Doubletree US,11878,Hotels.com,11877,Free cancellation,Breakfast included,Pay at the property,15%
Graduate Oxford,Hotel,Oxford,9,     Excellent  ,2556,Booking.com,20322,Hotels.com,20321,ZenHotels.com,20318,Free cancellation,Breakfast included,Pay at the property,
Holiday Inn Express & Suites Dickson,Hotel,Dickson,8.4,     Very good  ,1054,Booking.com,14851,Holiday Inn Express,14053,Holiday Inn Express,14053,Free cancellation,Breakfast included,Breakfast included,
Towneplace Suites By Marriott Brentwood,,Brentwood,9.2,     Excellent  ,442,Booking.com,17079,TownePlace,17284,,,Free cancellation,Breakfast included,,Our lowest price
Best Western Plus Ruby's Inn,Hotel,Bryce Canyon City,8.1,     Very good  ,9689,Booking.com,8544,Trip.com,8545,Agoda,8543,Free cancellation,Breakfast included,Breakfast included,31%
Hotel Park City Peaks,Hotel,Park City,8.7,     Excellent  ,2739,Booking.com,9910,Trip.com,8315,Trip.com,8315,Free cancellation,Breakfast included,,
Comfort Inn Madison - IN,Hotel,Madison,8.6,     Excellent  ,1161,Booking.com,10626,Hotels.com,10626,Trip.com,10184,Free cancellation,Breakfast included,,
Hotel Comfort Inn & Suites Morehead,Hotel,Morehead,8.6,     Excellent  ,1395,Booking.com,9008,Hotels.com,9013,,,Free cancellation,Breakfast included,,Our lowest price
Hampton Inn Weston  Wv,,Weston,9.3,     Excellent  ,1376,Booking.com,9990,Hampton Inn,9991,,,Free cancellation,Breakfast included,,Our lowest price
Salish Lodge & Spa,Hotel,Snoqualmie,8.9,     Excellent  ,2666,Booking.com,36531,Trip.com,34095,Trip.com,34095,Free cancellation,Breakfast included,,16%
Drury Inn & Suites Burlington,,Burlington,9.3,     Excellent  ,2505,Booking.com,9864,Hotels.com,9864,,,Free cancellation,Breakfast included,,18%
Holiday Inn Express Nyc Brooklyn - Sunset Park,,Brooklyn,7.9,     Good  ,433,Booking.com,19299,Holiday Inn Express,19299,Agoda,19297,Free cancellation,Breakfast included,Breakfast included,
Marina Bay Hotel & Suites,Hotel,Chincoteague,9,     Excellent  ,1808,Booking.com,9151,Hotels.com,9151,lol.travel,8914,Free cancellation,Breakfast included,Breakfast included,47%
The Little America Hotel,Hotel,Salt Lake City,8.5,     Excellent  ,9079,Booking.com,15327,Hotel site,15327,Trip.com,14214,Free cancellation,Breakfast included,Pay at the property,
Best Western Plus Coweta's 1st Hotel,,Coweta,8.9,     Excellent  ,714,Booking.com,9953,Hotels.com,10031,,,Free cancellation,Breakfast included,,Our lowest price
EVEN Hotels Omaha Downtown,Hotel,Omaha,9,     Excellent  ,4323,Booking.com,9648,Even Hotels,9647,Priceline,9531,Free cancellation,Breakfast included,,
Hampton Inn Ellensburg,Hotel,Ellensburg,8.9,     Excellent  ,2552,Booking.com,14059,Hampton Inn,14060,Agoda,14058,Free cancellation,Breakfast included,Breakfast included,16%
Comfort Inn Pinehurst,Hotel,Pinehurst,8.3,     Very good  ,1680,Booking.com,9217,Hotels.com,9217,Trip.com,8620,Free cancellation,Breakfast included,,
Hilton Garden Inn Corning Downtown,,Corning,9.2,     Excellent  ,731,Booking.com,14371,Garden Inn,14372,Hotels.com,14370,Free cancellation,Breakfast included,Pay at the property,Lower than hotel site
Best Western Lawnfield Inn & Suites,Hotel,Mentor,9.1,     Excellent  ,2098,Booking.com,10273,Hotels.com,10274,,,Free cancellation,Breakfast included,,Our lowest price
Hotel Comfort Inn Sullivan,Hotel,Sullivan,8.5,     Excellent  ,1457,Booking.com,10994,Hotels.com,10793,Trip.com,10243,Free cancellation,Breakfast included,Breakfast included,
Legacy Vacation Resorts Steamboat Springs Hilltop,Resort,Steamboat Springs,8,     Very good  ,2738,Booking.com,10081,Trip.com,8358,Trip.com,8358,Free cancellation,Breakfast included,,26%
Quality Inn & Suites Delaware,,Delaware,7.9,     Good  ,1398,Booking.com,7314,Hotels.com,7313,Trip.com,6789,Free cancellation,Breakfast included,Breakfast included,
Staybridge Suites Milwaukee West-Oconomowoc,Hotel,Oconomowoc,9,     Excellent  ,2717,Booking.com,11945,StayBridge,11944,Priceline,11733,Free cancellation,Breakfast included,,
Best Western Plus French Lick,,French Lick,9.1,     Excellent  ,2571,Booking.com,9885,Hotels.com,9885,ZenHotels.com,9884,Free cancellation,Breakfast included,Breakfast included,
Lake Placid Inn Boutique Hotel,,Lake Placid,9.1,     Excellent  ,2566,Booking.com,11788,Hotels.com,11788,ZenHotels.com,11786,Free cancellation,Breakfast included,Breakfast included,29%
Hampton Inn Kalispell,Hotel,Kalispell,9.1,     Excellent  ,2662,Booking.com,10603,Hampton Inn,11067,,,Free cancellation,Breakfast included,,46%
Days Inn and Suites Bozeman,Hotel,Bozeman,7.6,     Good  ,2669,Booking.com,10622,Hotels.com,10594,ZenHotels.com,10592,Free cancellation,Breakfast included,Breakfast included,24%
Sleep Inn and Suites New Braunfels,Hotel,New Braunfels,8.3,     Very good  ,2621,Booking.com,6771,Hotels.com,6771,Trip.com,6188,Free cancellation,Breakfast included,,27%
Holiday Inn Express And Suites Lake Havasu - London Bridge,Hotel,Lake Havasu City,9.3,     Excellent  ,2384,Booking.com,16043,Holiday Inn Express,16003,ZenHotels.com,16001,Free cancellation,Breakfast included,Breakfast included,
Days Inn & Suites Prattville-Montgomery,Hotel,Prattville,8.7,     Excellent  ,2643,Booking.com,8818,Hotels.com,9151,Trip.com,7852,Free cancellation,Breakfast included,Breakfast included,
Boyne Mountain,,Boyne Falls,8.8,     Excellent  ,1365,Booking.com,11133,Hotels.com,13076,,,Free cancellation,Breakfast included,,27%
Comfort Inn & Suites,Hotel,Rogersville,8.3,     Very good  ,160,Booking.com,9149,Trip.com,9257,,,Free cancellation,Breakfast included,,Our lowest price
La Quinta Inn & Suites Rifle,Hotel,Rifle,8.3,     Very good  ,2613,Booking.com,11880,Hotels.com,11880,,,Free cancellation,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Concord,Hotel,Kannapolis,8.5,     Excellent  ,1097,Booking.com,11912,Holiday Inn Express,11911,Hotels.com,11911,Free cancellation,Breakfast included,,
Holiday Inn Johnstown-Downtown,Hotel,Johnstown,8.4,     Very good  ,2753,Booking.com,11733,Holiday Inn,11733,,,Free cancellation,Breakfast included,,Our lowest price
Comfort Inn Dickson,Hotel,Dickson,8,     Very good  ,1023,Booking.com,11861,Hotels.com,10081,Hotels.com,10081,Free cancellation,Breakfast included,Breakfast included,
Best Western Plus at Lake Powell,Hotel,Page,7.7,     Good  ,3149,Booking.com,10360,Trip.com,10362,ZenHotels.com,10356,Free cancellation,Breakfast included,Breakfast included,
Land's End Resort,Hotel,Homer,8.5,     Excellent  ,2509,Booking.com,7091,Hotels.com,7091,,,Free cancellation,Breakfast included,,47%
Courtyard By Marriott Pullman,Hotel,Pullman,9,     Excellent  ,1339,Booking.com,12351,Hotels.com,12362,Agoda,12350,Free cancellation,Breakfast included,,
Comfort Inn & Suites Durango,Hotel,Durango,7.8,     Good  ,122,Booking.com,8003,Trip.com,7863,Agoda,7862,Free cancellation,Breakfast included,,46%
Stoney Creek Hotel,Hotel,Sioux City,9,     Excellent  ,3743,Booking.com,13264,Hotels.com,13484,Trip.com,12031,Free cancellation,Breakfast included,Pay at the property,
Cobblestone Hotel & Suites - Oshkosh,Hotel,Oshkosh,8.4,     Very good  ,1355,Booking.com,7868,Hotels.com,7868,ZenHotels.com,7867,Free cancellation,Breakfast included,Pay at the property,
Capitol Reef Resort,Hotel,Torrey,8.5,     Excellent  ,2772,Booking.com,10986,Hotel site,10988,Trip.com,8336,Free cancellation,Breakfast included,,Lower than hotel site
Candlewood Suites Harlingen,Hotel,Harlingen,8.2,     Very good  ,1757,Candlewood Suites,9379,Booking.com,9216,Booking.com,9216,Free cancellation,Breakfast included,Pay at the property,
Grand Vista Hotel,Hotel,Grand Junction,8.1,     Very good  ,6519,Booking.com,5631,Trip.com,5069,Trip.com,5069,Free cancellation,Breakfast included,Pay at the property,25%
The Resort at Schlitterbahn,Resort,New Braunfels,7.7,     Good  ,1874,Hotels.com,9029,Trip.com,7340,Trip.com,7340,Free cancellation,Breakfast included,Pay at the property,
Hampton Inn Lincolnton,Hotel,Lincolnton,9.2,     Excellent  ,1033,Booking.com,12282,Hampton Inn,12283,Priceline,12237,Free cancellation,Breakfast included,,Lower than hotel site
Hampton Inn Verona at Turning Stone,,Verona,9.1,     Excellent  ,1391,Booking.com,18464,Hampton Inn,18465,Hotels.com,18463,Free cancellation,Breakfast included,,Lower than hotel site
Hotel Lady Luck Black Hawk,Hotel,Black Hawk,7.7,     Good  ,4510,Booking.com,7107,Hotels.com,7108,Agoda,6811,Free cancellation,Breakfast included,,
Hollywood Casino Tunica,Hotel,Robinsonville,7.5,     Good  ,2706,Hotels.com,6116,Booking.com,6116,,,Free cancellation,Breakfast included,,Our lowest price
Homewood Suites by Hilton Kalispell,Hotel,Kalispell,9.1,     Excellent  ,2274,Booking.com,11323,Homewood Suites,11323,Priceline,11321,Free cancellation,Breakfast included,Breakfast included,50%
Comfort Inn and Suites,Hotel,Marion,9.1,     Excellent  ,1874,Booking.com,14869,Hotels.com,14869,Trip.com,14222,Free cancellation,Breakfast included,,
Hampton Inn & Suites West Bend,Hotel,West Bend,9,     Excellent  ,1303,Booking.com,15909,Hampton Inn,15896,Hotels.com,15894,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Resort Pensacola Beach Gulf Front,Resort,Pensacola Beach,8.7,     Excellent  ,10369,Booking.com,15465,Holiday Inn Resort,14110,ZenHotels.com,12233,Free cancellation,Breakfast included,Pay at the property,
Baymont Inn And Suites Page Lake Powell,,Page,9,     Excellent  ,3496,Booking.com,8808,Hotels.com,8808,ZenHotels.com,8807,Free cancellation,Breakfast included,Breakfast included,22%
Comfort Inn & Suites,,Clarkston,9,     Excellent  ,1294,Booking.com,12170,Hotels.com,12170,Priceline,11757,Free cancellation,Breakfast included,Breakfast included,
Colonial,Hotel,Gardner,8.3,     Very good  ,1805,Booking.com,14604,Hotels.com,14604,Trip.com,13915,Free cancellation,Breakfast included,Pay at the property,
Holiday Inn Express & Suites Oroville Lake,Hotel,Oroville,8.7,     Excellent  ,1746,Booking.com,15733,Holiday Inn Express,15733,Hotels.com,15732,Free cancellation,Breakfast included,Breakfast included,
Springhill Suites By Marriott Hartford Cromwell,,Cromwell,8.5,     Excellent  ,723,Hotels.com,14166,Booking.com,15697,,,Free cancellation,Breakfast included,,Our lowest price
Best Western View of Lake Powell Hotel,Hotel,Page,8.1,     Very good  ,4500,Booking.com,8935,Trip.com,6847,Trip.com,6847,Free cancellation,Breakfast included,Breakfast included,22%
Sleep Inn And Suites Colby,Hotel,Colby,8.6,     Excellent  ,2330,Booking.com,11498,Hotels.com,11498,Trip.com,11491,Free cancellation,Breakfast included,,
Comfort Inn Grenada,Hotel,Grenada,7.8,     Good  ,1249,Hotels.com,9306,Booking.com,9796,Priceline,9180,Free cancellation,Breakfast included,,
Holiday Inn Express & Suites Houston NW - Hwy 290 Cypress,Hotel,Spring Valley,9,     Excellent  ,2135,Booking.com,11199,Holiday Inn Express,11199,Trip.com,8609,Free cancellation,Breakfast included,Breakfast included,
Cambria Hotel Columbus - Polaris,Hotel,Delaware,8.8,     Excellent  ,2253,Booking.com,11335,Hotels.com,11335,Trip.com,9671,Free cancellation,Breakfast included,,
Hilton Garden Inn Norman,Hotel,Norman,8.2,     Very good  ,2106,Booking.com,9956,Garden Inn,9957,,,Free cancellation,Breakfast included,Pay at the property,Our lowest price
The Historic Davenport  Autograph Collection,Hotel,Spokane,9.1,     Excellent  ,2752,Booking.com,19807,Autograph,19834,ZenHotels.com,19730,Free cancellation,Breakfast included,Pay at the property,Lower than hotel site
